Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks,Crop_Name,Price
2,1,33,0,125,38,6,2,2024-01-15,Moderate potential,Wheat,70
7,1,51,1,290,23,6,0,2024-12-18,Requires attention,Wheat,70
2,1,57,3,224,68,2,3,2024-12-21,Requires attention,Rice,60
7,0,55,0,216,32,0,2,2024-04-29,Requires attention,Jute,100
2,1,18,1,203,137,3,1,2024-07-20,Requires attention,Spices,70
4,1,20,3,129,70,0,3,2024-10-08,High potential,Jute,100
0,0,55,0,244,32,1,1,2024-12-26,High potential,Maize,40
1,4,14,2,196,96,3,3,2024-08-17,Low potential,Spices,70
2,1,39,3,157,98,1,1,2024-02-18,Moderate potential,Maize,40
4,0,9,0,309,116,5,0,2024-06-17,Low potential,Vegetables,80
5,3,50,3,276,40,0,0,2024-07-23,Moderate potential,Jute,100
4,2,34,0,208,89,2,3,2024-08-18,High potential,Rice,60
7,2,31,1,112,71,4,2,2024-01-21,Moderate potential,Tea,400
4,1,16,3,313,25,5,2,2024-12-24,High potential,Vegetables,80
5,0,30,1,321,124,6,3,2024-03-21,Low potential,Wheat,70
1,0,40,0,307,14,0,3,2024-05-14,Requires attention,Jute,100
3,3,38,2,60,87,5,3,2024-07-04,Low potential,Vegetables,80
5,0,0,3,291,100,4,3,2024-09-19,Requires attention,Tea,400
7,3,35,1,175,127,3,2,2024-06-27,Low potential,Spices,70
5,1,6,3,281,38,1,2,2024-06-08,Moderate potential,Maize,40
0,4,26,3,78,36,1,3,2024-05-27,High potential,Maize,40
5,4,15,2,268,15,2,0,2024-12-30,Requires attention,Rice,60
6,1,25,0,282,71,0,1,2024-08-07,Low potential,Jute,100
7,2,18,0,167,79,0,2,2024-08-08,High potential,Jute,100
0,3,43,3,264,47,5,1,2024-06-14,High potential,Vegetables,80
2,2,25,1,307,138,3,3,2024-05-04,Requires attention,Spices,70
3,4,58,1,265,103,1,1,2024-11-11,Moderate potential,Maize,40
5,0,6,2,161,51,2,2,2024-04-26,Requires attention,Rice,60
0,4,19,0,296,14,4,3,2024-11-21,Requires attention,Tea,400
2,4,60,0,76,120,4,1,2024-07-16,Requires attention,Tea,400
7,1,40,1,9,12,4,2,2024-04-22,High potential,Tea,400
1,0,59,1,58,29,2,1,2024-04-26,Moderate potential,Rice,60
5,2,0,3,294,90,6,1,2024-09-07,Low potential,Wheat,70
6,4,44,3,70,110,6,2,2024-11-25,Moderate potential,Wheat,70
0,4,24,3,16,117,5,1,2024-03-03,Moderate potential,Vegetables,80
2,4,7,2,312,120,3,2,2024-11-26,Low potential,Spices,70
0,0,47,2,279,115,6,2,2024-03-03,Moderate potential,Wheat,70
0,3,36,3,324,22,4,3,2024-09-10,High potential,Tea,400
0,3,54,1,249,8,5,1,2024-02-12,High potential,Vegetables,80
5,1,39,3,163,79,2,1,2024-04-28,Low potential,Rice,60
3,3,24,2,323,143,2,1,2024-01-07,Requires attention,Rice,60
4,2,44,1,128,41,1,3,2024-01-16,Low potential,Maize,40
0,1,20,1,2,147,6,2,2024-03-09,High potential,Wheat,70
4,0,44,0,149,20,4,0,2024-12-05,Moderate potential,Tea,400
0,4,20,0,272,109,0,2,2024-11-26,Low potential,Jute,100
4,2,55,1,203,45,3,2,2024-03-22,Low potential,Spices,70
5,3,33,1,54,16,2,1,2024-06-09,High potential,Rice,60
1,3,39,0,61,117,1,0,2024-08-24,High potential,Maize,40
4,3,48,0,294,0,5,0,2024-11-16,Requires attention,Vegetables,80
6,1,58,3,14,74,3,2,2024-02-29,Low potential,Spices,70
3,2,43,3,3,12,1,3,2024-01-19,Moderate potential,Maize,40
6,1,29,0,55,13,1,0,2024-12-29,Low potential,Maize,40
1,3,41,2,225,35,0,0,2024-02-01,Moderate potential,Jute,100
6,4,40,1,109,137,6,3,2024-11-16,Moderate potential,Wheat,70
5,0,45,2,93,122,4,2,2024-09-29,Requires attention,Tea,400
5,1,15,2,198,119,3,3,2024-10-24,Low potential,Spices,70
0,4,40,3,223,65,2,3,2024-04-23,Low potential,Rice,60
3,0,40,2,297,138,1,2,2024-11-09,Low potential,Maize,40
6,0,47,1,212,82,1,1,2024-11-11,High potential,Maize,40
4,2,52,2,148,36,0,0,2024-04-27,Requires attention,Jute,100
3,1,48,2,311,109,4,1,2024-06-17,Low potential,Tea,400
4,1,45,0,229,76,5,0,2024-02-10,Requires attention,Vegetables,80
1,0,1,2,298,57,4,1,2024-05-22,High potential,Tea,400
4,1,51,3,162,48,2,3,2024-09-26,Requires attention,Rice,60
1,0,28,1,156,136,5,3,2024-04-23,Low potential,Vegetables,80
5,4,43,1,35,65,0,0,2024-06-04,Requires attention,Jute,100
7,4,55,2,195,38,4,0,2024-10-05,High potential,Tea,400
7,4,17,3,329,62,5,2,2024-05-13,Requires attention,Vegetables,80
7,2,19,2,197,62,6,0,2024-04-08,Requires attention,Wheat,70
1,3,55,3,19,47,0,0,2024-04-21,Low potential,Jute,100
6,4,7,0,186,64,4,0,2024-05-05,Moderate potential,Tea,400
2,0,18,3,87,86,6,1,2024-11-19,High potential,Wheat,70
7,1,36,1,212,84,0,3,2024-07-26,Low potential,Jute,100
0,0,27,2,250,77,0,3,2024-06-24,Low potential,Jute,100
4,3,19,2,92,72,5,2,2024-06-08,High potential,Vegetables,80
4,1,20,2,86,117,6,0,2024-08-17,Moderate potential,Wheat,70
0,1,7,3,103,104,4,2,2024-09-24,Low potential,Tea,400
4,4,20,1,98,27,6,0,2024-08-25,Low potential,Wheat,70
2,0,31,0,50,41,3,0,2024-01-26,Moderate potential,Spices,70
2,4,10,0,180,141,6,2,2024-10-22,Low potential,Wheat,70
3,0,54,3,94,49,5,2,2024-08-24,Low potential,Vegetables,80
6,0,9,3,64,130,4,0,2024-11-30,Requires attention,Tea,400
0,3,40,1,207,74,5,3,2024-08-17,Moderate potential,Vegetables,80
5,3,26,0,112,49,3,3,2024-05-26,High potential,Spices,70
3,1,31,3,244,86,3,2,2024-04-13,Moderate potential,Spices,70
6,3,40,1,27,141,1,0,2024-09-25,Moderate potential,Maize,40
6,4,14,1,100,66,5,3,2024-03-07,High potential,Vegetables,80
5,0,56,1,89,128,1,0,2024-11-05,Moderate potential,Maize,40
1,2,38,1,82,14,4,2,2024-01-01,High potential,Tea,400
2,2,11,3,109,78,2,2,2024-12-01,Moderate potential,Rice,60
5,2,55,2,212,88,4,3,2024-09-04,High potential,Tea,400
6,1,50,2,164,27,2,3,2024-08-18,Low potential,Rice,60
6,3,41,1,311,17,5,3,2024-02-07,High potential,Vegetables,80
3,2,29,2,313,93,3,0,2024-03-27,Moderate potential,Spices,70
5,2,15,3,31,91,1,0,2024-07-24,Moderate potential,Maize,40
0,1,26,0,173,139,6,1,2024-02-19,Requires attention,Wheat,70
7,1,12,1,253,19,3,1,2024-08-30,Low potential,Spices,70
1,2,1,3,341,119,5,2,2024-01-28,Moderate potential,Vegetables,80
7,3,4,3,53,93,4,0,2024-12-13,High potential,Tea,400
5,4,59,2,277,37,3,0,2024-08-11,Low potential,Spices,70
5,1,5,2,49,43,1,3,2024-02-08,Requires attention,Maize,40
1,2,6,1,142,110,6,2,2024-06-10,Low potential,Wheat,70
1,1,44,1,54,40,6,2,2024-06-28,Low potential,Wheat,70
1,0,29,2,164,50,5,3,2024-07-16,Requires attention,Vegetables,80
5,4,3,0,6,63,2,3,2024-06-05,Moderate potential,Rice,60
2,2,49,2,268,6,2,3,2024-10-24,Moderate potential,Rice,60
1,2,56,3,164,119,1,2,2024-06-09,Low potential,Maize,40
5,2,59,3,295,42,0,3,2024-12-04,Low potential,Jute,100
7,0,27,2,208,148,2,3,2024-05-16,Low potential,Rice,60
4,3,5,3,259,42,5,3,2024-01-30,High potential,Vegetables,80
3,0,12,0,24,33,3,0,2024-05-27,High potential,Spices,70
4,3,10,3,108,88,3,3,2024-09-15,Low potential,Spices,70
6,2,57,0,228,48,1,0,2024-08-02,High potential,Maize,40
7,0,26,2,235,82,5,3,2024-04-30,Moderate potential,Vegetables,80
6,1,16,3,71,97,0,0,2024-10-09,High potential,Jute,100
3,2,18,3,71,40,1,1,2024-09-23,High potential,Maize,40
0,0,0,2,123,132,0,0,2024-11-25,Moderate potential,Jute,100
3,4,37,2,262,146,4,1,2024-03-31,Low potential,Tea,400
7,1,3,3,232,114,2,0,2024-06-15,Moderate potential,Rice,60
3,3,51,0,67,39,1,2,2024-09-11,Requires attention,Maize,40
2,2,31,0,194,93,6,2,2024-04-02,Moderate potential,Wheat,70
5,1,32,3,277,96,2,3,2024-07-06,Moderate potential,Rice,60
3,3,53,1,77,110,2,2,2024-03-15,Moderate potential,Rice,60
0,1,19,3,247,66,3,2,2024-03-30,Low potential,Spices,70
0,0,58,1,21,105,2,3,2024-04-25,Moderate potential,Rice,60
4,4,55,2,283,38,2,1,2024-12-16,High potential,Rice,60
1,1,11,3,122,81,4,2,2024-11-19,High potential,Tea,400
0,1,56,1,49,104,6,3,2024-09-03,High potential,Wheat,70
0,2,2,0,244,42,0,0,2024-05-07,Moderate potential,Jute,100
6,0,28,3,166,96,6,1,2024-01-24,Low potential,Wheat,70
2,2,31,0,32,118,0,2,2024-02-15,Low potential,Jute,100
0,2,0,0,110,96,6,3,2024-02-27,Low potential,Wheat,70
0,3,6,1,24,82,4,0,2024-03-23,Low potential,Tea,400
2,0,26,1,157,61,1,3,2024-09-06,High potential,Maize,40
1,4,30,0,85,89,1,3,2024-07-08,Moderate potential,Maize,40
7,1,31,2,244,38,4,0,2024-01-18,Requires attention,Tea,400
5,4,54,2,35,73,3,0,2024-06-23,Low potential,Spices,70
1,1,30,0,146,43,4,2,2024-09-07,Moderate potential,Tea,400
3,4,15,0,125,114,3,3,2024-11-11,Moderate potential,Spices,70
4,3,28,3,127,20,1,0,2024-11-18,High potential,Maize,40
2,3,15,2,175,64,0,2,2024-02-04,Requires attention,Jute,100
0,2,54,0,95,102,3,3,2024-05-05,Moderate potential,Spices,70
3,1,50,0,277,133,2,1,2024-02-14,Moderate potential,Rice,60
3,2,35,2,209,47,1,2,2024-03-02,Moderate potential,Maize,40
3,0,55,1,169,82,4,1,2024-06-10,Moderate potential,Tea,400
7,3,14,0,48,69,3,2,2024-02-07,Low potential,Spices,70
1,2,48,3,220,80,3,3,2024-06-21,High potential,Spices,70
6,4,18,1,302,142,0,0,2024-12-03,Requires attention,Jute,100
1,4,8,0,82,55,1,3,2024-07-19,Requires attention,Maize,40
7,2,8,2,316,141,1,0,2024-10-18,Moderate potential,Maize,40
4,1,22,3,252,20,2,0,2024-10-22,High potential,Rice,60
4,2,46,2,0,12,0,0,2024-07-04,Low potential,Jute,100
0,4,59,2,200,88,0,2,2024-12-08,Low potential,Jute,100
7,3,30,3,63,0,3,3,2024-07-19,Moderate potential,Spices,70
7,4,15,0,256,97,2,0,2024-02-27,High potential,Rice,60
0,2,44,0,47,11,0,2,2024-02-24,High potential,Jute,100
3,2,1,0,248,128,5,0,2024-11-21,High potential,Vegetables,80
3,3,24,2,265,22,0,2,2024-02-15,High potential,Jute,100
4,4,57,1,199,104,3,0,2024-12-19,Requires attention,Spices,70
4,0,38,2,144,33,6,1,2024-08-01,Moderate potential,Wheat,70
0,4,29,2,285,128,3,2,2024-06-30,Low potential,Spices,70
7,2,42,1,55,94,0,3,2024-11-26,Low potential,Jute,100
1,1,55,0,111,116,5,0,2024-02-27,Requires attention,Vegetables,80
2,2,4,1,87,74,6,0,2024-01-17,High potential,Wheat,70
7,0,22,0,306,136,6,3,2024-04-17,Low potential,Wheat,70
4,4,14,2,234,99,2,1,2024-05-09,High potential,Rice,60
6,0,51,2,70,63,5,1,2024-09-11,High potential,Vegetables,80
7,2,41,1,24,81,1,3,2024-02-27,Low potential,Maize,40
6,3,21,3,105,8,4,2,2024-05-21,High potential,Tea,400
2,3,7,1,86,43,3,2,2024-05-10,Requires attention,Spices,70
1,0,28,1,156,86,4,0,2024-06-08,Low potential,Tea,400
6,3,58,0,233,34,2,0,2024-10-21,High potential,Rice,60
7,3,11,2,40,35,5,2,2024-09-30,Low potential,Vegetables,80
5,1,56,2,208,119,1,0,2024-06-16,Moderate potential,Maize,40
5,2,49,2,219,26,6,0,2024-02-24,High potential,Wheat,70
2,2,20,3,344,3,2,2,2024-12-02,High potential,Rice,60
5,2,58,3,342,103,0,2,2024-09-27,Low potential,Jute,100
3,1,3,1,133,87,2,0,2024-05-14,Requires attention,Rice,60
7,2,32,0,161,138,4,1,2024-06-22,High potential,Tea,400
2,3,16,0,16,80,5,1,2024-06-13,High potential,Vegetables,80
2,3,52,0,1,100,6,3,2024-11-15,Moderate potential,Wheat,70
7,2,42,3,166,49,2,3,2024-06-29,Moderate potential,Rice,60
6,2,44,1,337,75,3,2,2024-07-28,Low potential,Spices,70
3,2,58,2,186,97,3,3,2024-04-01,Requires attention,Spices,70
6,3,27,3,291,124,0,3,2024-03-12,Requires attention,Jute,100
2,1,54,3,130,8,5,1,2024-05-30,Low potential,Vegetables,80
1,0,2,1,324,45,0,0,2024-11-23,High potential,Jute,100
2,4,1,0,255,108,0,2,2024-08-31,Low potential,Jute,100
0,4,0,0,38,131,6,3,2024-05-02,High potential,Wheat,70
4,1,14,2,86,110,6,2,2024-01-18,Low potential,Wheat,70
7,3,2,0,192,101,2,1,2024-03-15,Moderate potential,Rice,60
0,3,59,2,289,111,4,3,2024-03-31,Requires attention,Tea,400
4,2,14,1,322,90,6,1,2024-04-04,Low potential,Wheat,70
0,0,52,1,153,138,4,2,2024-02-04,High potential,Tea,400
1,0,54,3,343,72,1,0,2024-01-22,Low potential,Maize,40
6,1,19,2,188,106,6,0,2024-02-11,Moderate potential,Wheat,70
4,3,24,2,216,112,0,2,2024-06-10,Moderate potential,Jute,100
3,2,46,1,94,31,1,3,2024-03-31,Moderate potential,Maize,40
5,2,14,1,304,25,6,3,2024-01-05,Moderate potential,Wheat,70
5,1,38,3,223,71,4,0,2024-03-06,High potential,Tea,400
4,4,1,2,286,11,6,1,2024-07-29,Moderate potential,Wheat,70
6,3,41,2,43,119,3,3,2024-10-10,Low potential,Spices,70
2,1,18,2,301,107,4,1,2024-06-12,Low potential,Tea,400
1,3,42,2,116,118,5,3,2024-05-26,High potential,Vegetables,80
6,0,12,2,158,76,1,2,2024-02-21,Requires attention,Maize,40
7,4,54,2,119,30,1,3,2024-08-27,Moderate potential,Maize,40
4,4,12,3,191,118,6,3,2024-07-14,Moderate potential,Wheat,70
6,1,56,3,202,52,2,0,2024-09-21,Moderate potential,Rice,60
6,0,47,2,199,132,6,3,2024-02-20,Low potential,Wheat,70
7,0,11,1,16,50,6,1,2024-05-20,High potential,Wheat,70
5,1,9,3,122,26,6,2,2024-04-15,Low potential,Wheat,70
7,3,15,1,169,50,5,1,2024-06-06,Requires attention,Vegetables,80
5,2,5,1,132,59,3,2,2024-10-04,Low potential,Spices,70
4,0,54,0,31,82,2,3,2024-08-25,Low potential,Rice,60
6,2,57,1,5,118,3,3,2024-05-21,Moderate potential,Spices,70
3,3,10,1,162,69,2,2,2024-12-01,Low potential,Rice,60
7,2,45,0,267,43,4,3,2024-11-13,Requires attention,Tea,400
3,3,8,3,126,22,0,3,2024-01-13,Moderate potential,Jute,100
6,3,12,0,109,28,2,3,2024-11-26,Moderate potential,Rice,60
6,4,41,0,110,76,5,1,2024-08-27,Requires attention,Vegetables,80
1,2,13,3,212,107,1,1,2024-03-27,Requires attention,Maize,40
7,1,18,3,104,83,2,0,2024-08-23,Moderate potential,Rice,60
2,3,13,1,83,73,4,3,2024-01-18,Moderate potential,Tea,400
1,0,5,3,227,30,0,3,2024-09-07,High potential,Jute,100
6,0,52,2,65,60,6,0,2024-11-15,High potential,Wheat,70
4,1,3,1,296,130,6,0,2024-10-14,Moderate potential,Wheat,70
2,0,56,0,195,57,4,2,2024-12-21,High potential,Tea,400
0,4,30,2,53,149,4,3,2024-12-22,Low potential,Tea,400
2,3,0,0,132,6,5,0,2024-10-23,Moderate potential,Vegetables,80
2,0,2,3,115,15,4,2,2024-05-18,Moderate potential,Tea,400
2,1,1,1,259,83,4,0,2024-04-22,Requires attention,Tea,400
6,3,12,1,291,55,0,0,2024-11-15,Requires attention,Jute,100
4,4,16,1,254,67,0,3,2024-04-10,Requires attention,Jute,100
6,1,0,1,213,138,2,3,2024-06-24,Requires attention,Rice,60
7,2,54,3,19,9,6,0,2024-01-04,High potential,Wheat,70
4,2,4,1,238,60,1,2,2024-03-28,High potential,Maize,40
4,0,13,0,78,65,0,2,2024-03-30,Requires attention,Jute,100
4,0,10,1,279,116,3,3,2024-09-22,Requires attention,Spices,70
0,0,48,3,248,95,2,2,2024-12-28,Requires attention,Rice,60
7,4,26,0,264,5,0,3,2024-09-28,Moderate potential,Jute,100
5,1,0,3,250,31,0,1,2024-11-29,Requires attention,Jute,100
0,4,19,2,124,60,3,2,2024-11-29,Requires attention,Spices,70
6,0,20,3,293,120,3,2,2024-12-23,Low potential,Spices,70
4,3,7,0,92,124,0,3,2024-04-24,High potential,Jute,100
4,4,48,1,127,35,4,0,2024-07-01,Moderate potential,Tea,400
0,4,8,3,207,20,2,3,2024-01-22,High potential,Rice,60
4,1,14,1,142,88,2,3,2024-07-30,High potential,Rice,60
2,0,56,1,88,83,3,1,2024-09-25,Requires attention,Spices,70
3,2,50,2,338,101,6,3,2024-05-04,Low potential,Wheat,70
0,3,36,2,212,142,1,0,2024-01-12,Moderate potential,Maize,40
7,4,27,2,262,96,2,1,2024-06-13,Moderate potential,Rice,60
5,2,33,2,339,47,4,3,2024-05-26,Requires attention,Tea,400
5,1,19,0,232,135,2,2,2024-06-09,Requires attention,Rice,60
3,0,34,3,302,17,5,2,2024-11-12,Requires attention,Vegetables,80
1,1,1,2,79,53,6,2,2024-01-04,Requires attention,Wheat,70
4,2,47,1,45,95,4,0,2024-11-05,Moderate potential,Tea,400
2,0,12,1,308,121,0,0,2024-02-16,Low potential,Jute,100
6,4,2,1,233,70,0,0,2024-01-24,Moderate potential,Jute,100
7,0,12,3,129,46,4,2,2024-11-19,Moderate potential,Tea,400
5,2,49,2,11,69,5,3,2024-10-14,Requires attention,Vegetables,80
4,2,35,0,1,2,4,2,2024-05-07,High potential,Tea,400
4,3,13,2,288,13,4,1,2024-08-08,Moderate potential,Tea,400
5,0,10,1,149,109,6,2,2024-08-22,Moderate potential,Wheat,70
7,3,54,1,264,148,6,0,2024-06-13,Requires attention,Wheat,70
1,3,55,2,94,3,3,3,2024-02-27,Requires attention,Spices,70
5,1,2,3,221,12,5,2,2024-10-11,Requires attention,Vegetables,80
2,2,36,0,315,93,3,3,2024-01-14,Low potential,Spices,70
7,1,32,0,312,147,2,3,2024-10-01,Low potential,Rice,60
2,1,33,3,49,114,4,0,2024-09-16,Requires attention,Tea,400
2,4,39,2,270,23,1,3,2024-10-10,High potential,Maize,40
3,4,10,2,295,135,6,0,2024-01-15,Low potential,Wheat,70
0,3,4,2,174,42,1,0,2024-11-16,Moderate potential,Maize,40
4,2,6,2,270,95,5,2,2024-01-22,Requires attention,Vegetables,80
2,3,18,1,75,67,0,3,2024-03-13,High potential,Jute,100
2,3,1,2,332,22,3,3,2024-05-11,Requires attention,Spices,70
2,4,36,3,3,37,6,0,2024-08-25,Low potential,Wheat,70
5,0,13,3,99,110,4,2,2024-06-19,Requires attention,Tea,400
3,0,39,1,211,20,5,3,2024-03-17,Requires attention,Vegetables,80
7,3,8,0,119,3,0,3,2024-02-03,Requires attention,Jute,100
4,0,42,3,196,95,3,0,2024-11-07,Moderate potential,Spices,70
6,2,36,0,206,109,4,2,2024-02-18,Moderate potential,Tea,400
6,4,58,0,84,58,1,1,2024-04-17,High potential,Maize,40
3,3,21,2,274,14,5,3,2024-05-01,High potential,Vegetables,80
7,3,49,3,275,3,5,2,2024-11-06,Requires attention,Vegetables,80
0,4,10,0,236,135,0,0,2024-10-29,Requires attention,Jute,100
6,4,10,2,139,44,2,3,2024-07-21,High potential,Rice,60
7,1,9,3,188,16,1,2,2024-11-14,Requires attention,Maize,40
2,1,1,0,64,71,6,0,2024-12-12,Moderate potential,Wheat,70
5,3,54,0,4,94,1,1,2024-08-11,Moderate potential,Maize,40
7,3,39,2,9,111,4,2,2024-01-31,Moderate potential,Tea,400
0,4,13,1,55,135,5,1,2024-06-20,Requires attention,Vegetables,80
5,4,54,3,125,97,3,1,2024-08-10,Requires attention,Spices,70
7,0,15,1,35,149,3,3,2024-08-12,Low potential,Spices,70
0,2,38,0,253,62,0,0,2024-05-02,Low potential,Jute,100
4,2,15,3,319,88,5,1,2024-11-29,Moderate potential,Vegetables,80
1,0,26,3,349,8,5,1,2024-10-20,High potential,Vegetables,80
6,3,30,1,319,29,2,2,2024-10-24,Moderate potential,Rice,60
5,1,2,2,214,48,1,1,2024-04-30,Requires attention,Maize,40
1,4,12,2,102,122,4,2,2024-07-11,Moderate potential,Tea,400
2,4,44,0,61,68,1,0,2024-12-09,Moderate potential,Maize,40
0,0,26,1,4,75,3,3,2024-08-23,Moderate potential,Spices,70
4,1,57,1,204,110,3,1,2024-09-22,Moderate potential,Spices,70
7,3,12,2,58,58,2,0,2024-09-25,High potential,Rice,60
3,0,0,1,305,113,2,2,2024-02-28,Moderate potential,Rice,60
2,1,35,0,140,36,2,2,2024-07-07,Moderate potential,Rice,60
7,3,27,0,207,23,2,0,2024-02-12,Low potential,Rice,60
0,4,31,1,46,62,1,0,2024-10-18,Moderate potential,Maize,40
0,4,46,3,237,104,5,1,2024-10-04,Moderate potential,Vegetables,80
5,3,30,0,6,65,1,3,2024-08-27,Moderate potential,Maize,40
7,2,52,2,142,146,2,0,2024-07-28,Moderate potential,Rice,60
5,1,9,1,172,95,1,0,2024-07-10,Requires attention,Maize,40
5,1,20,1,50,108,0,3,2024-07-12,High potential,Jute,100
5,4,48,2,70,52,3,0,2024-01-26,Low potential,Spices,70
5,3,50,3,108,84,4,2,2024-05-24,Requires attention,Tea,400
2,3,14,2,212,63,2,0,2024-10-14,High potential,Rice,60
0,0,56,1,266,84,5,0,2024-09-08,Moderate potential,Vegetables,80
2,4,25,3,256,116,1,3,2024-01-22,Moderate potential,Maize,40
7,0,18,1,182,102,4,0,2024-12-08,Low potential,Tea,400
7,4,21,1,267,119,1,1,2024-05-11,Moderate potential,Maize,40
4,0,13,2,42,116,2,2,2024-06-03,Low potential,Rice,60
3,3,49,2,104,42,1,1,2024-07-23,Requires attention,Maize,40
3,4,52,1,325,101,3,2,2024-08-12,Low potential,Spices,70
5,0,48,0,243,102,1,2,2024-08-29,Moderate potential,Maize,40
0,2,0,1,45,102,2,2,2024-03-09,Requires attention,Rice,60
0,2,47,1,127,84,5,1,2024-12-23,High potential,Vegetables,80
6,3,58,1,192,3,6,1,2024-12-11,Moderate potential,Wheat,70
1,1,1,1,287,60,4,0,2024-04-18,Moderate potential,Tea,400
7,4,22,2,178,112,0,0,2024-06-08,Moderate potential,Jute,100
3,4,15,3,32,89,0,1,2024-02-14,Moderate potential,Jute,100
3,2,50,3,301,53,5,3,2024-05-04,High potential,Vegetables,80
2,1,4,1,328,131,1,1,2024-11-26,Moderate potential,Maize,40
4,0,51,0,26,121,1,2,2024-07-11,High potential,Maize,40
0,3,56,3,8,9,1,3,2024-06-10,High potential,Maize,40
5,3,28,3,287,87,0,3,2024-03-04,Requires attention,Jute,100
7,1,13,2,69,58,4,2,2024-03-17,Requires attention,Tea,400
3,4,10,3,295,64,1,3,2024-09-09,Low potential,Maize,40
4,3,51,2,102,96,0,2,2024-04-07,Moderate potential,Jute,100
1,0,27,0,121,105,3,1,2024-01-03,Low potential,Spices,70
7,3,54,1,23,59,0,2,2024-07-06,Low potential,Jute,100
5,1,12,2,55,140,3,0,2024-11-22,Requires attention,Spices,70
7,4,51,2,36,123,0,1,2024-03-03,Low potential,Jute,100
2,0,52,0,195,103,2,2,2024-06-19,Requires attention,Rice,60
1,3,59,1,108,5,5,2,2024-09-27,High potential,Vegetables,80
3,2,60,1,247,77,5,0,2024-05-13,Low potential,Vegetables,80
7,0,16,0,69,35,3,1,2024-04-27,Moderate potential,Spices,70
7,0,51,2,242,125,0,1,2024-09-16,Requires attention,Jute,100
0,0,34,3,311,69,3,1,2024-07-26,Low potential,Spices,70
1,2,12,1,302,84,2,3,2024-03-31,High potential,Rice,60
4,0,13,1,286,65,2,2,2024-11-05,High potential,Rice,60
6,1,44,1,349,9,2,0,2024-06-09,High potential,Rice,60
7,0,54,0,315,136,2,0,2024-11-25,Low potential,Rice,60
0,2,60,2,347,15,0,0,2024-12-25,Requires attention,Jute,100
2,4,13,3,113,137,5,0,2024-06-19,Moderate potential,Vegetables,80
0,3,9,3,346,87,3,3,2024-02-21,High potential,Spices,70
1,4,19,3,153,20,3,1,2024-01-18,Low potential,Spices,70
2,2,7,1,88,136,3,3,2024-08-03,Requires attention,Spices,70
0,1,24,1,327,114,0,0,2024-09-26,Moderate potential,Jute,100
1,3,1,1,328,62,4,3,2024-12-26,Moderate potential,Tea,400
2,3,47,1,92,121,2,3,2024-08-15,Low potential,Rice,60
6,0,40,3,112,136,4,2,2024-12-06,Moderate potential,Tea,400
7,1,11,1,222,101,4,0,2024-03-02,Requires attention,Tea,400
2,2,11,0,240,4,1,3,2024-03-03,Requires attention,Maize,40
2,4,50,3,63,130,0,1,2024-05-14,Low potential,Jute,100
3,2,36,0,144,11,6,2,2024-05-15,Requires attention,Wheat,70
2,2,22,0,314,85,4,2,2024-11-05,Moderate potential,Tea,400
4,0,39,2,181,134,1,1,2024-04-08,Low potential,Maize,40
6,0,1,2,18,148,1,0,2024-08-01,Moderate potential,Maize,40
6,3,26,2,171,60,4,3,2024-06-11,Moderate potential,Tea,400
3,1,58,1,21,136,5,0,2024-11-14,Moderate potential,Vegetables,80
4,1,12,1,160,112,1,3,2024-07-31,High potential,Maize,40
5,2,14,0,37,51,6,0,2024-05-11,Low potential,Wheat,70
5,2,20,3,147,92,6,0,2024-02-07,Low potential,Wheat,70
7,3,43,0,338,55,4,1,2024-04-19,High potential,Tea,400
6,2,10,2,207,53,6,3,2024-08-14,Moderate potential,Wheat,70
0,2,44,0,220,88,4,2,2024-02-03,High potential,Tea,400
1,4,39,2,143,14,4,3,2024-02-06,Moderate potential,Tea,400
1,2,3,3,159,127,6,0,2024-10-03,High potential,Wheat,70
0,3,6,3,244,32,3,1,2024-10-31,Moderate potential,Spices,70
5,3,6,1,117,52,3,0,2024-09-13,Requires attention,Spices,70
1,4,32,1,10,7,3,2,2024-09-14,Moderate potential,Spices,70
3,2,3,1,166,58,3,2,2024-01-04,Requires attention,Spices,70
2,3,51,1,77,146,2,0,2024-12-08,Moderate potential,Rice,60
4,4,16,3,198,121,6,2,2024-11-14,High potential,Wheat,70
7,4,41,3,290,120,5,1,2024-07-14,Requires attention,Vegetables,80
7,3,15,0,229,120,2,0,2024-07-10,High potential,Rice,60
2,2,25,1,185,59,4,2,2024-02-26,High potential,Tea,400
4,0,0,0,166,140,6,1,2024-02-09,Moderate potential,Wheat,70
2,1,37,1,34,113,5,2,2024-11-27,Requires attention,Vegetables,80
7,1,53,3,173,136,1,1,2024-06-09,Requires attention,Maize,40
2,4,20,3,153,43,1,2,2024-06-17,Requires attention,Maize,40
5,4,6,3,31,43,1,1,2024-10-28,Requires attention,Maize,40
5,4,22,2,195,108,3,2,2024-10-06,High potential,Spices,70
5,0,2,3,326,88,2,3,2024-10-18,Low potential,Rice,60
6,2,57,1,140,124,5,1,2024-07-18,Low potential,Vegetables,80
6,2,59,2,234,20,3,3,2024-04-03,High potential,Spices,70
6,3,0,0,34,52,6,2,2024-01-14,High potential,Wheat,70
3,3,36,3,155,138,0,0,2024-02-09,High potential,Jute,100
